189319	I_01185		Lacoux		1	82	1	01201	0	0		45.9666667	5.5333333			
189320	01150		Lagnieu		1	82	1	01202	5882	209	1,11	45.90305709	5.34777784			
189321	01290		Laiz		1	82	1	01203	986	78	1,57	46.24750137	4.89249992			
189322	01130		Lalleyriat		1	82	1	01204	195	13	1,27	46.15361022	5.71305608			
189323	01200		Lancrans		1	82	1	01205	935	84	1,67	46.12666702	5.83138895			
189324	01430		Lantenay		1	82	1	01206	260	36	1,22	46.05861282	5.54222202			
189325	01330		Lapeyrouse		1	82	1	01207	226	10	1,29	45.98222351	4.97722196			
189326	01350		Lavours		1	82	1	01208	117	17	1,71	45.81027984	5.76999998			
189327	01200		Léaz		1	82	1	01209	481	40	1,84	46.09916687	5.88250017			
189328	01410		Lélex		1	82	1	01210	221	13	2,06	46.30555725	5.94138908			
189329	01240		Lent		1	82	1	01211	1145	33	1,02	46.12055587	5.19444417			
189330	01560		Lescheroux		1	82	1	01212	597	26	1,91	46.40638732	5.14333295			
189331	01150		Leyment		1	82	1	01213	922	58	1	45.92194366	5.29777812			
189332	01450		Leyssard		1	82	1	01214	143	12	1,08	46.15694427	5.4747219			
189333	01420		Lhôpital		1	82	1	01215	49	14		46.02277755	5.77666711			
189334	01680		Lhuis		1	82	1	01216	724	24	2,01	45.7480545	5.53444385			
189335	I_01079		Lilignod		1	82	1	01217	0	0	1,16	45.95	5.683333			
189336	01260		Lochieu		1	82	1	01218	73	10	1,27	45.93055725	5.72833299			
189337	01680		Lompnas		1	82	1	01219	147	11	1,71	45.80361175	5.52027797			
189338	I_01185		Lompnes		1	82	1	01220	0	0		45.9833333	5.6			
189339	01260		Lompnieu		1	82	1	01221	103	9	1,04	45.96138763	5.66083288			
189340	I_01185		Longecombe		1	82	1	01222	0	0		45.95	5.55			
189341	I_01450		Loyes		1	82	1	01223	0	0	1,19	45.933333	5.233333			
189342	01360		Loyettes		1	82	1	01224	2322	106	2,27	45.77583312	5.20749998			
189343	01090		Lurcy		1	82	1	01225	257	41	1,97	46.06444549	4.78333282			
189344	I_01036		Luthézieu		1	82	1	01226	0	0	1,19	45.9	5.666667			
189345	01300		Magnieu		1	82	1	01227	291	47	1,81	45.7769432	5.71944379			
189346	01430		Maillat		1	82	1	01228	664	55	0,83	46.13166809	5.53694391			
189347	01340		Malafretaz		1	82	1	01229	674	68	1,41	46.32527923	5.14527797			
189348	01560		Mantenay-Montlin		1	82	1	01230	246	24	2,01	46.42361068	5.09805583			
189349	01570		Manziat		1	82	1	01231	1598	117	1,61	46.36083221	4.90722179			
189350	01851		Marboz		1	82	1	01232	2164	50	1,51	46.34277725	5.25500011			
189351	01680		Marchamp		1	82	1	01233	108	8	1,81	45.78749847	5.54222202			
189352	01300		Marignieu		1	82	1	01234	156	39	1,71	45.79694366	5.71999979			
189353	01240		Marlieux		1	82	1	01235	677	38	0,97	46.06638717	5.06972217			
189354	01340		Marsonnas		1	82	1	01236	727	40	1,51	46.3413887	5.07055616			
189355	01810		Martignat		1	82	1	01237	1265	76	0,87	46.208889	5.60833311			
189356	01600		Massieux		1	82	1	01238	2120	575	1,74	45.90972137	4.83444404			
189357	01300		Massignieu-de-Rives		1	82	1	01239	498	43	2,01	45.75500106	5.76694393			
189358	01580		Matafelon-Granges		1	82	1	01240	483	19	1,26	46.26139068	5.55305576			
